Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR29492889_1 - illumina_universal_adapter	(1, 0.0030806823649347057)	(2, 0.0033542933568148424)	(3, 0.006205033317102151)	(4, 0.006396424547083145)	(5, 0.008336265070562518)	(6, 0.011960075489204428)	(7, 0.014442361744715493)	(8, 0.01608914510856265)	(9, 0.01755136045918393)	(10, 0.021593092904076672)	(15, 0.028572902483722202)	(20, 0.03958380029012249)	(25, 0.05684810802041871)	(30, 0.08041120006603238)	(35, 0.10831440382523996)	(40, 0.14070305381492548)	(45, 0.17793441366438675)	(50, 0.21974981522643738)	(55, 0.26538662756435805)	(60, 0.3151039282183405)	(65, 0.36969245977813514)	(70, 0.4311511518243206)	(75, 0.5015060903401609)	(80, 0.5828945797420285)	(85, 0.6795295469832019)	(90, 0.7961020218149908)	(95, 0.9399957482489434)	(100, 1.1220526812446034)	(105, 1.3555276016704585)	(110, 1.6587912700858145)	(115, 2.053041510448124)	(120, 2.563058744904281)	(125, 3.213827478014325)	(130, 4.028199345012813)	(135, 5.032397741926012)	(140, 5.727446013097048)
SRR29492889_1 - polya	(1, 0.06480111300584639)	(2, 0.07820259303456899)	(3, 0.09262789673739669)	(4, 0.10323765763076373)	(5, 0.11343393158877077)	(6, 0.12695515907154564)	(7, 0.14643612522907629)	(8, 0.16059429999594121)	(9, 0.17190241712419435)	(10, 0.20226450350544298)	(15, 0.2595360603576841)	(20, 0.32650054246790755)	(25, 0.38518900851151594)	(30, 0.4591739665732454)	(35, 0.5140857139107298)	(40, 0.5687276030255494)	(45, 0.6187881114823142)	(50, 0.6694117400178787)	(55, 0.7185688545762661)	(60, 0.7702309767019592)	(65, 0.817984009716479)	(70, 0.8717179333776954)	(75, 0.9362112510757186)	(80, 0.9931566581670651)	(85, 1.0416929964650723)	(90, 1.0891803334191477)	(95, 1.1460927843735673)	(100, 1.199247007539269)	(105, 1.2520525643287843)	(110, 1.3115117127048834)	(115, 1.3787287902993808)	(120, 1.4282845854127697)	(125, 1.4748468306391869)	(130, 1.5217737085689973)	(135, 1.566528483676984)	(140, 1.5960428536085771)
SRR29492889_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00016409836296053085)	(4, 0.0002534825024525456)	(5, 0.0003213735091659461)	(6, 0.0003865352291773003)	(7, 0.0004708019561029783)	(8, 0.0006986973957238403)	(9, 0.0008829242481119622)	(10, 0.0010465449858996349)	(15, 0.0012752592115311107)	(20, 0.0014739512834400777)	(25, 0.00172545505303364)	(30, 0.001969589748531677)	(35, 0.002288506899665781)	(40, 0.0026360815611713713)	(45, 0.0029355525445533964)	(50, 0.0033041427136647427)	(55, 0.003693884854716947)	(60, 0.004319164438155743)	(65, 0.0050998768992760735)	(70, 0.010859490626604277)	(75, 0.02177888909631847)	(80, 0.03073975142864427)	(85, 0.038443163145169816)	(90, 0.0499226112461439)	(95, 0.06696919012978438)	(100, 0.09002183732994781)	(105, 0.11760168884713049)	(110, 0.15039120282117907)	(115, 0.18860319538268558)	(120, 0.23229443569505256)	(125, 0.28026130832267765)	(130, 0.3326076626245737)	(135, 0.3907042146146759)	(140, 0.42839941673915)
SRR29492889_2 - illumina_universal_adapter	(1, 0.003982711619960992)	(2, 0.00427883922713301)	(3, 0.007128555704907052)	(4, 0.007362250878769762)	(5, 0.009340642576915538)	(6, 0.013030979358919826)	(7, 0.015711480061167)	(8, 0.0175615952843166)	(9, 0.019233965710995442)	(10, 0.02484865431444499)	(15, 0.036718936271152094)	(20, 0.05493440041711143)	(25, 0.07740454960289066)	(30, 0.10144956544791814)	(35, 0.12876672312002885)	(40, 0.1604978197110239)	(45, 0.19715657521039584)	(50, 0.23841151774818128)	(55, 0.2834302831124235)	(60, 0.3323547942116291)	(65, 0.38589384680231936)	(70, 0.44606329204262574)	(75, 0.5147176802465887)	(80, 0.5935247420534934)	(85, 0.6865169303334456)	(90, 0.798109071023508)	(95, 0.9348821566839896)	(100, 1.1071174103214987)	(105, 1.3269300673742503)	(110, 1.611458478991242)	(115, 1.9804501944086268)	(120, 2.456688616693411)	(125, 3.0645152304586323)	(130, 3.825797285457587)	(135, 4.759017784165204)	(140, 5.3949612366062345)
SRR29492889_2 - polya	(1, 0.010465791019834105)	(2, 0.03308236643717812)	(3, 0.09887864560675812)	(4, 0.2262493385786903)	(5, 0.3657162302140915)	(6, 0.49061657755983407)	(7, 0.6097001326218406)	(8, 0.726730240601395)	(9, 0.8435304061763021)	(10, 1.188662629012231)	(15, 1.7203377086994707)	(20, 2.1970691766269796)	(25, 2.644348092966697)	(30, 3.074180794617426)	(35, 3.4926658727148903)	(40, 3.8993391438232394)	(45, 4.297220495446118)	(50, 4.69278720724916)	(55, 5.090483513233641)	(60, 5.490564465241867)	(65, 5.890371328633039)	(70, 6.290224862826818)	(75, 6.693828846342212)	(80, 7.087161227586624)	(85, 7.463222682580488)	(90, 7.827807145831407)	(95, 8.19222212037813)	(100, 8.554143345665194)	(105, 8.907435385186398)	(110, 9.255850598764052)	(115, 9.592881752810968)	(120, 9.915390372316294)	(125, 10.225902139194107)	(130, 10.52667519702951)	(135, 10.821544057174545)	(140, 10.996169893034375)
SRR29492889_2 - polyg	(1, 0.05328966401829081)	(2, 0.053741019806641706)	(3, 0.05384166225377966)	(4, 0.053913306029708376)	(5, 0.05397062105045135)	(6, 0.05402895955370758)	(7, 0.05407911019685768)	(8, 0.05412619039246798)	(9, 0.054181799609022176)	(10, 0.05433252446714267)	(15, 0.054605111976509545)	(20, 0.054908199264771786)	(25, 0.055292687528922545)	(30, 0.05572794052573138)	(35, 0.05620385989440069)	(40, 0.056739073016671956)	(45, 0.05731515720730638)	(50, 0.057933408877487394)	(55, 0.058577247610500115)	(60, 0.05925445187344534)	(65, 0.060003572840989484)	(70, 0.06082570222781336)	(75, 0.06488578912577736)	(80, 0.07475031828515069)	(85, 0.08434492098969162)	(90, 0.09183121794906939)	(95, 0.10199276173379287)	(100, 0.11685720766697982)	(105, 0.1374113975879226)	(110, 0.16179736957420318)	(115, 0.19049970847976994)	(120, 0.22386325967942639)	(125, 0.26247720793997675)	(130, 0.3055912723470285)	(135, 0.35319467221810863)	(140, 0.3835756589097689)
SRR29492890_1 - illumina_universal_adapter	(1, 0.004420178765134005)	(2, 0.004708746187539294)	(3, 0.007676222287744109)	(4, 0.00789038699867453)	(5, 0.009938311355402662)	(6, 0.013301231701125836)	(7, 0.015398483822367694)	(8, 0.01673197772305538)	(9, 0.01798572507111255)	(10, 0.0213668966897058)	(15, 0.027174089980024886)	(20, 0.03618610813080066)	(25, 0.050369813539077025)	(30, 0.06946196036823242)	(35, 0.09171577026389499)	(40, 0.11736275486751582)	(45, 0.1463758661215532)	(50, 0.17893301283002)	(55, 0.2144190777694301)	(60, 0.2529427464475953)	(65, 0.2956481763624115)	(70, 0.343451712952662)	(75, 0.3978612237665905)	(80, 0.4610588046804024)	(85, 0.5361820303689342)	(90, 0.6260276206542322)	(95, 0.7370535664664333)	(100, 0.8771917723393441)	(105, 1.0570318405458305)	(110, 1.2914971463230525)	(115, 1.5984627561237297)	(120, 1.9991661634686602)	(125, 2.515619061142685)	(130, 3.1715450619980943)	(135, 3.992159861550777)	(140, 4.567509698989484)
SRR29492890_1 - polya	(1, 0.06608892783078393)	(2, 0.07986822778298862)	(3, 0.09404091665719025)	(4, 0.10489261378550538)	(5, 0.11494437899928961)	(6, 0.12819957145353597)	(7, 0.14701318083907053)	(8, 0.16101034508454418)	(9, 0.17184847707761802)	(10, 0.2012688712406571)	(15, 0.255662679382882)	(20, 0.3178061259690357)	(25, 0.3725338008640777)	(30, 0.44089566987071327)	(35, 0.49164062105891715)	(40, 0.542445587693946)	(45, 0.5897810037989613)	(50, 0.6379900146135147)	(55, 0.6842629106709042)	(60, 0.7333266894315396)	(65, 0.7785801450223124)	(70, 0.8294271224701187)	(75, 0.8901426124865409)	(80, 0.9442565677780914)	(85, 0.9911169575108396)	(90, 1.0364005030379655)	(95, 1.0904767225896628)	(100, 1.1418221570978806)	(105, 1.1925867571789492)	(110, 1.2505761482895204)	(115, 1.31539143324056)	(120, 1.363622805975026)	(125, 1.4097259323095477)	(130, 1.456945757019719)	(135, 1.5024082801190892)	(140, 1.5328611043934004)
SRR29492890_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 8.015761733480247e-05)	(4, 0.00013400709359561849)	(5, 0.00018867869926499659)	(6, 0.000235951140257316)	(7, 0.0003181640811135236)	(8, 0.0005352062449739119)	(9, 0.000697987867869203)	(10, 0.000809961893315358)	(15, 0.0009943655196558317)	(20, 0.001166848269572155)	(25, 0.0013967156522061118)	(30, 0.0016105515113731081)	(35, 0.0019015031090632267)	(40, 0.0021992783808444114)	(45, 0.0024508499798644064)	(50, 0.0027706583197950546)	(55, 0.0031245028172401717)	(60, 0.003697444802067083)	(65, 0.004368877890039731)	(70, 0.009858975867476423)	(75, 0.020425722942783935)	(80, 0.028343157999000158)	(85, 0.034759549181063734)	(90, 0.04396600093696444)	(95, 0.05751124064655151)	(100, 0.07580838833762737)	(105, 0.09745431574859914)	(110, 0.12326284878100242)	(115, 0.15277153964252105)	(120, 0.18668034931160474)	(125, 0.22380927544814436)	(130, 0.2641955605143479)	(135, 0.30923633122712546)	(140, 0.3385019184225323)
SRR29492890_2 - illumina_universal_adapter	(1, 0.0045348658176284145)	(2, 0.00485755161048903)	(3, 0.007827494098919531)	(4, 0.008079887827348088)	(5, 0.010177962077998507)	(6, 0.01364693711742619)	(7, 0.015956298626077062)	(8, 0.01750724575532942)	(9, 0.019020374931787924)	(10, 0.02416501413174683)	(15, 0.03529270010251625)	(20, 0.05204695753254366)	(25, 0.07189842308344699)	(30, 0.09169036646517044)	(35, 0.11349241625082813)	(40, 0.13860822304357698)	(45, 0.16708349723853308)	(50, 0.1990145924023799)	(55, 0.23380710897272694)	(60, 0.27146959709542334)	(65, 0.31309935289207697)	(70, 0.35958065875453704)	(75, 0.4123534743419001)	(80, 0.47311500360520187)	(85, 0.5447588132108173)	(90, 0.6300416674915365)	(95, 0.7348454090879764)	(100, 0.8662031084515627)	(105, 1.0338517374455414)	(110, 1.251670155893494)	(115, 1.5356926825023698)	(120, 1.9053873416669191)	(125, 2.381911798142369)	(130, 2.9871406135282115)	(135, 3.7396166699957427)	(140, 4.2584971513873695)
SRR29492890_2 - polya	(1, 0.011601890213628025)	(2, 0.03532813388002527)	(3, 0.1044346877049363)	(4, 0.2371021214293029)	(5, 0.3817483917011232)	(6, 0.5103458737884032)	(7, 0.6330256683928535)	(8, 0.7529098119434883)	(9, 0.8720059444560164)	(10, 1.2228472031716568)	(15, 1.7603573836001232)	(20, 2.240347608810307)	(25, 2.6881766248351875)	(30, 3.1172258209932258)	(35, 3.535465824113371)	(40, 3.942153429210284)	(45, 4.3400569104284745)	(50, 4.735969523070891)	(55, 5.1351317666265315)	(60, 5.534178829852032)	(65, 5.932207110314442)	(70, 6.330084530030382)	(75, 6.731672795257748)	(80, 7.122654357920548)	(85, 7.497278505018836)	(90, 7.860493633462745)	(95, 8.22496423572647)	(100, 8.585836130930094)	(105, 8.938225294896174)	(110, 9.286034704778919)	(115, 9.623015026092085)	(120, 9.94536111508108)	(125, 10.257066876412706)	(130, 10.558157385033917)	(135, 10.853808192210437)	(140, 11.027719556400017)
SRR29492890_2 - polyg	(1, 0.05232648153145477)	(2, 0.05270877170643613)	(3, 0.052792628906109466)	(4, 0.05285881032349871)	(5, 0.05289868359981398)	(6, 0.05295582159370904)	(7, 0.053010493199378415)	(8, 0.05306557586975208)	(9, 0.05311654789308293)	(10, 0.05327867181245137)	(15, 0.05355811359842162)	(20, 0.053889760601835555)	(25, 0.05426308956626359)	(30, 0.054675058612894054)	(35, 0.055123941269968946)	(40, 0.055644184759707026)	(45, 0.0561834194387829)	(50, 0.05677929883410869)	(55, 0.05738783902232634)	(60, 0.05803148413628959)	(65, 0.05873983083470667)	(70, 0.059489366216492715)	(75, 0.06369274945658891)	(80, 0.07348735259137491)	(85, 0.08181330375070564)	(90, 0.08823059927511864)	(95, 0.09681461685579698)	(100, 0.10925261267793265)	(105, 0.12623501101883605)	(110, 0.1460688007874553)	(115, 0.1691689929092325)	(120, 0.19564805468725902)	(125, 0.2260243387136332)	(130, 0.25975474630105894)	(135, 0.29705549748398796)	(140, 0.321198149695822)
SRR29492891_1 - nextera_transposase_sequence	(1, 0.010462806141124712)	(2, 0.010508148746286684)	(3, 0.010535678185135023)	(4, 0.010893560890163434)	(5, 0.010942142252836974)	(6, 0.010981007342975805)	(7, 0.011000439888045221)	(8, 0.01103120808440513)	(9, 0.011228772292610859)	(10, 0.011691914616765272)	(15, 0.012708236723895728)	(20, 0.01751034248629957)	(25, 0.049697762387777865)	(30, 0.26924859983654637)	(35, 1.0321748535223334)	(40, 2.8026928195903893)	(45, 4.589771200566601)	(50, 6.223485020973222)	(55, 7.6970753177593565)	(60, 8.986766372032578)	(65, 10.146260669843716)	(70, 11.160717576523258)	(75, 12.08201745314603)	(80, 12.898401990566276)	(85, 13.645691199110455)	(90, 14.31628306714741)	(95, 14.944681373950894)	(100, 15.515060902567873)	(105, 16.049255412886847)	(110, 16.53892542819127)	(115, 17.00618421314289)	(120, 17.447303633970137)	(125, 17.872869893475322)	(130, 18.291273640743675)	(135, 18.707774941849728)	(140, 18.984644338110996)
SRR29492891_1 - polya	(1, 0.00020080296571729832)	(2, 0.0003093013423548708)	(3, 0.00038217338636518065)	(4, 0.0005182012018510924)	(5, 0.0008129281354039013)	(6, 0.0013278905797434242)	(7, 0.001561081120576416)	(8, 0.0018558080541292248)	(9, 0.0021375799576357564)	(10, 0.01092562458952797)	(15, 0.059119631864684184)	(20, 0.11241338671755748)	(25, 0.16320228651098306)	(30, 0.21714282123891673)	(35, 0.3096679697051804)	(40, 0.3917730636294722)	(45, 0.45075375279691)	(50, 0.5057067231229603)	(55, 0.5637313310729828)	(60, 0.6031521920008001)	(65, 0.6469356592967012)	(70, 0.6879367100144131)	(75, 0.7240077240480142)	(80, 0.7607213075719106)	(85, 0.7957802098831463)	(90, 0.8255191291058781)	(95, 0.8565383291729335)	(100, 0.890594188282836)	(105, 0.9250927855445701)	(110, 0.9643300089214815)	(115, 1.0072344774287427)	(120, 1.0461993212989311)	(125, 1.100260337806295)	(130, 1.1493896982507925)	(135, 1.1874723045748292)	(140, 1.2115527905490984)
SRR29492891_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 2.591006009255462e-05)	(4, 8.258831654501786e-05)	(5, 0.00021699675327514496)	(6, 0.0003530245687610567)	(7, 0.0004113222039693046)	(8, 0.0005084849293163844)	(9, 0.0005667825645246324)	(10, 0.0009191593817833752)	(15, 0.0014963059703450294)	(20, 0.0021550692481982305)	(25, 0.0029841911711599783)	(30, 0.00395549454887962)	(35, 0.004902183369511334)	(40, 0.006106677288063967)	(45, 0.007848157202034795)	(50, 0.009688419220108487)	(55, 0.011945185454169994)	(60, 0.014508014273074804)	(65, 0.017604266454135077)	(70, 0.027988046911977503)	(75, 0.03573159224638861)	(80, 0.03964498294761783)	(85, 0.043403237164042874)	(90, 0.049510886079360314)	(95, 0.07286070835901938)	(100, 0.25571545157445397)	(105, 0.9050798551290811)	(110, 2.623862880334582)	(115, 4.429683303278743)	(120, 6.104021183028729)	(125, 7.616598994987635)	(130, 8.958610557481503)	(135, 10.170016308439573)	(140, 10.820390880462059)
SRR29492891_2 - nextera_transposase_sequence	(1, 0.010234473736559075)	(2, 0.010278196962965261)	(3, 0.010302487644302031)	(4, 0.010653892834307304)	(5, 0.010702474196980843)	(6, 0.010741339287119674)	(7, 0.010773726862235369)	(8, 0.010798017543572139)	(9, 0.011021491811870421)	(10, 0.011534834877454162)	(15, 0.012728317020467459)	(20, 0.01771665133978654)	(25, 0.05041838593410204)	(30, 0.269664780176783)	(35, 1.0290915563713194)	(40, 2.790718485318615)	(45, 4.569734951097029)	(50, 6.195518997612323)	(55, 7.661731080911352)	(60, 8.945644191783934)	(65, 10.099461271553041)	(70, 11.1080582942669)	(75, 12.024185551267944)	(80, 12.836220437350153)	(85, 13.578799196969507)	(90, 14.244567907320231)	(95, 14.86825608907464)	(100, 15.434302807892644)	(105, 15.964246448977685)	(110, 16.449937650679143)	(115, 16.91284484103822)	(120, 17.348253684621064)	(125, 17.767662094469504)	(130, 18.179637231953144)	(135, 18.589738748216334)	(140, 18.860253378364153)
SRR29492891_2 - polya	(1, 0.00016355725433425105)	(2, 0.00028015252475074685)	(3, 0.0003724571138304727)	(4, 0.0005182012018510924)	(5, 0.0008987552094604884)	(6, 0.0015011641066123833)	(7, 0.0017667422225610683)	(8, 0.0021634900177283107)	(9, 0.00250355955644309)	(10, 0.011482690881517894)	(15, 0.05815124336872496)	(20, 0.10966951135375594)	(25, 0.1585446293335952)	(30, 0.21171531140102884)	(35, 0.29894282420561863)	(40, 0.37745322116781954)	(45, 0.43425746528748277)	(50, 0.48653101152421174)	(55, 0.5412252051250876)	(60, 0.5796575972603739)	(65, 0.6215314931274538)	(70, 0.6608548674541728)	(75, 0.6952977580867079)	(80, 0.7303378756043765)	(85, 0.7638713231276629)	(90, 0.792859174483462)	(95, 0.8224627136422102)	(100, 0.8553221757273392)	(105, 0.8887727110583296)	(110, 0.9262402773309193)	(115, 0.9664018421016325)	(120, 1.0024537474659152)	(125, 1.0496939406539143)	(130, 1.0935454218575582)	(135, 1.128119806045063)	(140, 1.14930225179798)
SRR29492891_2 - polyg	(1, 0.04429162834946634)	(2, 0.04589643269644894)	(3, 0.048427521691740374)	(4, 0.0507578077213145)	(5, 0.0547706282781489)	(6, 0.05750413961791341)	(7, 0.05889194721162087)	(8, 0.06063925688911252)	(9, 0.062164711677061675)	(10, 0.06932301352913221)	(15, 0.08000054929327396)	(20, 0.09005138547892706)	(25, 0.10097701006845503)	(30, 0.11172450299484668)	(35, 0.12205192907198778)	(40, 0.13266339418289352)	(45, 0.14422575849919606)	(50, 0.1562923973600499)	(55, 0.16903431716206593)	(60, 0.18289036954806184)	(65, 0.19757295285101023)	(70, 0.21350958306243822)	(75, 0.23895034719156646)	(80, 0.2581976353313207)	(85, 0.2761011629795248)	(90, 0.2950929131516161)	(95, 0.31774543093903435)	(100, 0.3651527440146304)	(105, 0.5734725420405299)	(110, 1.2111978227258302)	(115, 2.738397005470715)	(120, 4.394047254378945)	(125, 6.0133622066406325)	(130, 7.517034730945726)	(135, 8.900640684533425)	(140, 9.673439966617478)
SRR29492892_1 - nextera_transposase_sequence	(1, 0.009823005269971227)	(2, 0.009848347694345526)	(3, 0.009872282206254586)	(4, 0.010183430861072365)	(5, 0.010225668235029529)	(6, 0.010245379009542872)	(7, 0.01027212934638241)	(8, 0.010279168908708605)	(9, 0.010453750054398218)	(10, 0.010947645747203994)	(15, 0.011782537839090614)	(20, 0.015838733651443646)	(25, 0.03993600024148515)	(30, 0.21071944284736327)	(35, 0.8850934634946531)	(40, 2.5235335736367714)	(45, 4.311270692670265)	(50, 5.992330565795107)	(55, 7.581580467061725)	(60, 9.048045477487388)	(65, 10.398448942258595)	(70, 11.659328040267647)	(75, 12.828496846621016)	(80, 13.92722807392098)	(85, 14.959608892054126)	(90, 15.925188769031578)	(95, 16.857631455062187)	(100, 17.722155880604685)	(105, 18.562774797234912)	(110, 19.34078328337098)	(115, 20.10689603550575)	(120, 20.827710048818943)	(125, 21.539364746798277)	(130, 22.228970409242)	(135, 22.91727938430524)	(140, 23.34585244404382)
SRR29492892_1 - polya	(1, 0.00013093585926721)	(2, 0.0002604638060691812)	(3, 0.0003181882171439727)	(4, 0.0004646111135288097)	(5, 0.0007884309805337377)	(6, 0.001355819704024981)	(7, 0.0016007964729765351)	(8, 0.001993604050778165)	(9, 0.0023132001803873765)	(10, 0.01122021760047423)	(15, 0.055350389075905816)	(20, 0.10377272249286444)	(25, 0.14860318962850583)	(30, 0.196722258700452)	(35, 0.2750342921719377)	(40, 0.34560872031696394)	(45, 0.39710987671290676)	(50, 0.4454598434291522)	(55, 0.496960718242602)	(60, 0.5325392294041729)	(65, 0.5720263871517399)	(70, 0.6088081003061042)	(75, 0.6416195003084948)	(80, 0.6748712953300121)	(85, 0.7073740809200223)	(90, 0.7350221027473961)	(95, 0.7635303590910308)	(100, 0.7944914805316047)	(105, 0.8249009818682979)	(110, 0.858669762347051)	(115, 0.8959707136185949)	(120, 0.9293844185736149)	(125, 0.9752054929197982)	(130, 1.0174192139475469)	(135, 1.0509154225730295)	(140, 1.0716846656777395)
SRR29492892_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 3.0974074235253976e-05)	(4, 0.00017458114568961333)	(5, 0.0007785755932770659)	(6, 0.0009658279511538286)	(7, 0.001078460948372934)	(8, 0.0011375932719129643)	(9, 0.0011995414203834723)	(10, 0.0017077978203346854)	(15, 0.0025843641211923726)	(20, 0.003908365003502957)	(25, 0.005364428075052941)	(30, 0.006803877779513108)	(35, 0.008294012332721873)	(40, 0.009900440455559361)	(45, 0.01245918056988439)	(50, 0.015232768126404861)	(55, 0.018390715785935527)	(60, 0.021986805804648513)	(65, 0.026319797207667493)	(70, 0.037318972551099235)	(75, 0.045971439397470906)	(80, 0.05086365363168275)	(85, 0.05537573150028011)	(90, 0.06161954170112123)	(95, 0.08152207389223018)	(100, 0.22438464123497126)	(105, 0.804078801254895)	(110, 2.386859626326234)	(115, 4.182706321159504)	(120, 5.898173322274838)	(125, 7.517722907705862)	(130, 9.029575918603399)	(135, 10.43029254323238)	(140, 11.214411369467586)
